store_nbr,family,forecast_demand,average_daily_demand,max_daily_demand,lead_time_demand,safety_stock,recommended_order_qty
5,POULTRY,1315.0645,87.67097,98.35636,263.0129,52.60258,316.0
10,FROZEN FOODS,1316.5637,87.77091,107.90317,263.31274,52.662548,316.0
43,FROZEN FOODS,1315.1294,87.67529,100.725174,263.02588,52.605175,316.0
34,HOME APPLIANCES,1318.2219,87.88146,110.47031,263.64438,52.728878,316.0
48,SCHOOL AND OFFICE SUPPLIES,1300.4283,86.69522,112.51051,260.08566,52.01713,312.0
29,"LIQUOR,WINE,BEER",1296.4243,86.42829,114.276474,259.28488,51.856976,311.0
39,SEAFOOD,1279.7035,85.31357,100.662384,255.9407,51.18814,307.0
26,PREPARED FOODS,1269.8477,84.65651,94.17091,253.96953,50.793907,305.0
52,EGGS,1272.3112,84.82075,132.99577,254.46225,50.892452,305.0
44,HOME AND KITCHEN I,1267.1122,84.474144,99.71896,253.42242,50.684486,304.0
37,PREPARED FOODS,1263.1279,84.20853,92.67439,252.62558,50.525116,303.0
49,"LIQUOR,WINE,BEER",1256.5518,83.77012,109.426094,251.31036,50.262074,302.0
53,PET SUPPLIES,1252.3542,83.49028,99.37986,250.47084,50.09417,301.0
34,MAGAZINES,1249.7246,83.31497,106.59935,249.94492,49.988983,300.0
27,EGGS,1250.8118,83.38745,120.7001,250.16235,50.03247,300.0
6,"LIQUOR,WINE,BEER",1238.7239,82.58159,104.43381,247.74477,49.548954,297.0
25,HOME APPLIANCES,1234.3588,82.29058,96.27962,246.87173,49.374348,296.0
21,CLEANING,1230.6157,82.041046,166.04048,246.12314,49.22463,295.0
39,GROCERY II,1228.4158,81.89439,89.642715,245.68317,49.136635,295.0
13,PLAYERS AND ELECTRONICS,1230.7268,82.048454,101.1757,246.14536,49.229073,295.0
13,POULTRY,1225.9363,81.72909,104.251915,245.18726,49.037453,294.0
2,EGGS,1212.6278,80.84185,122.08046,242.52554,48.505108,291.0
27,PLAYERS AND ELECTRONICS,1209.769,80.65127,95.62591,241.9538,48.39076,290.0
31,MAGAZINES,1197.031,79.80207,93.9005,239.40622,47.881245,287.0
27,LAWN AND GARDEN,1190.9425,79.396164,124.548416,238.18849,47.6377,286.0
20,MAGAZINES,1189.9023,79.32682,131.70428,237.98047,47.596096,286.0
21,HOME APPLIANCES,1154.513,76.96753,142.7976,230.90259,46.18052,277.0
9,SCHOOL AND OFFICE SUPPLIES,1148.1315,76.5421,166.07005,229.6263,45.92526,276.0
53,DELI,1146.3405,76.4227,104.55787,229.2681,45.85362,275.0
46,SCHOOL AND OFFICE SUPPLIES,1141.2688,76.08459,91.9126,228.25375,45.650753,274.0
36,PREPARED FOODS,1122.4778,74.831856,84.26707,224.49557,44.899117,269.0
33,DELI,1114.5632,74.304214,86.888145,222.91264,44.58253,267.0
46,HOME AND KITCHEN I,1092.3254,72.82169,86.38592,218.46509,43.69302,262.0
38,EGGS,1087.2336,72.48225,88.81962,217.44675,43.48935,261.0
28,DELI,1088.6263,72.57509,117.46338,217.72527,43.545055,261.0
23,"LIQUOR,WINE,BEER",1085.3883,72.35922,101.75826,217.07767,43.415535,260.0
48,GROCERY I,1079.7697,71.98464,81.86487,215.95392,43.190784,259.0
42,EGGS,1078.4965,71.899765,102.995155,215.6993,43.13986,259.0
41,DELI,1078.5552,71.90368,121.137505,215.71103,43.14221,259.0
31,"LIQUOR,WINE,BEER",1075.7979,71.71986,86.884705,215.15958,43.031918,258.0
15,PLAYERS AND ELECTRONICS,1069.237,71.28247,84.050476,213.84741,42.76948,257.0
4,EGGS,1063.8099,70.92066,92.11681,212.762,42.5524,255.0
22,EGGS,1058.0127,70.53418,79.015236,211.60254,42.320507,254.0
31,HOME APPLIANCES,1041.9852,69.46568,83.75462,208.39705,41.67941,250.0
20,POULTRY,1039.837,69.32247,103.21282,207.9674,41.593483,250.0
51,"LIQUOR,WINE,BEER",1040.3695,69.35796,374.45554,208.07388,41.614777,250.0
30,POULTRY,1035.8339,69.05559,81.03043,207.16676,41.433353,249.0
54,"LIQUOR,WINE,BEER",1036.5457,69.10304,90.26976,207.30913,41.461826,249.0
3,"LIQUOR,WINE,BEER",1021.82166,68.121445,83.88983,204.36433,40.872868,245.0
20,EGGS,1010.4571,67.36381,113.744316,202.09143,40.418285,243.0
52,"LIQUOR,WINE,BEER",1002.8351,66.855675,87.718925,200.56702,40.113403,241.0
51,CLEANING,1000.9968,66.73312,379.581,200.19937,40.039875,240.0
41,EGGS,1001.03046,66.73537,109.4769,200.2061,40.04122,240.0
40,PREPARED FOODS,990.17664,66.01177,73.5403,198.03531,39.607063,238.0
51,HOME AND KITCHEN II,989.786,65.98573,236.37117,197.9572,39.591442,238.0
46,HARDWARE,975.34485,65.02299,82.2787,195.06897,39.013794,234.0
22,LINGERIE,973.3974,64.89316,83.308334,194.67947,38.935894,234.0
53,PERSONAL CARE,973.63245,64.90883,77.66667,194.72649,38.945297,234.0
14,EGGS,973.5721,64.90481,76.29604,194.71442,38.942883,234.0
32,DELI,956.0413,63.736088,78.27155,191.20827,38.241653,229.0
15,MAGAZINES,948.16943,63.211296,75.14697,189.63388,37.926777,228.0
17,FROZEN FOODS,946.2483,63.083218,79.277275,189.24965,37.84993,227.0
4,LAWN AND GARDEN,940.51074,62.700718,99.08613,188.10216,37.620434,226.0
18,EGGS,932.50183,62.16679,86.78703,186.50037,37.300076,224.0
44,HARDWARE,929.70764,61.98051,77.20924,185.94153,37.188305,223.0
54,PREPARED FOODS,920.7014,61.380093,68.39549,184.14027,36.828056,221.0
19,PREPARED FOODS,919.6233,61.30822,85.598946,183.92465,36.78493,221.0
16,PREPARED FOODS,921.29736,61.419823,68.32619,184.25946,36.851894,221.0
2,LINGERIE,918.0251,61.20167,88.02285,183.60501,36.721004,220.0
2,POULTRY,913.959,60.9306,78.470116,182.7918,36.55836,219.0
39,LAWN AND GARDEN,913.78253,60.918835,70.77869,182.7565,36.5513,219.0
9,"LIQUOR,WINE,BEER",911.54175,60.76945,78.59969,182.30835,36.46167,219.0
5,GROCERY I,912.2405,60.816032,73.69328,182.44809,36.48962,219.0
41,FROZEN FOODS,900.48987,60.032658,78.345924,180.09798,36.019596,216.0
52,PREPARED FOODS,891.70184,59.44679,66.639946,178.34036,35.66807,214.0
31,PET SUPPLIES,891.8898,59.459316,74.14299,178.37794,35.67559,214.0
34,PET SUPPLIES,886.9463,59.129753,79.986244,177.38925,35.47785,213.0
11,EGGS,885.2925,59.019497,77.81997,177.05849,35.411697,212.0
17,PREPARED FOODS,878.9109,58.59406,66.8104,175.78218,35.156437,211.0
3,LAWN AND GARDEN,867.58295,57.838863,108.64181,173.51659,34.70332,208.0
49,PREPARED FOODS,864.7768,57.651787,64.67474,172.95535,34.591072,208.0
4,PLAYERS AND ELECTRONICS,854.2206,56.94804,64.29128,170.84412,34.168823,205.0
38,POULTRY,846.0221,56.401474,66.82112,169.20442,33.840885,203.0
34,EGGS,835.5444,55.702957,77.38241,167.10887,33.421776,201.0
46,GROCERY I,832.2149,55.480995,66.30964,166.443,33.2886,200.0
21,PLAYERS AND ELECTRONICS,829.208,55.280533,100.46535,165.8416,33.16832,199.0
28,PLAYERS AND ELECTRONICS,830.0121,55.33414,68.39227,166.00243,33.200485,199.0
48,HOME AND KITCHEN I,815.93414,54.39561,65.95785,163.18683,32.637367,196.0
53,LINGERIE,810.6307,54.042046,59.913143,162.12613,32.42523,195.0
38,LINGERIE,812.7453,54.18302,68.02679,162.54907,32.509815,195.0
31,LAWN AND GARDEN,803.5958,53.573055,125.70484,160.71916,32.143833,193.0
32,LAWN AND GARDEN,798.47845,53.231895,74.717964,159.69568,31.939137,192.0
39,HOME AND KITCHEN I,793.42206,52.894802,62.654892,158.6844,31.736881,190.0
34,LAWN AND GARDEN,790.97833,52.731888,75.75678,158.19566,31.639133,190.0
39,HOME AND KITCHEN II,788.285,52.55233,60.51667,157.65698,31.531397,189.0
45,SCHOOL AND OFFICE SUPPLIES,779.3661,51.95774,63.883774,155.87323,31.174646,187.0
21,DAIRY,774.81995,51.654663,82.315155,154.96399,30.992798,186.0
50,SCHOOL AND OFFICE SUPPLIES,773.44696,51.56313,64.13519,154.68939,30.93788,186.0
21,MEATS,776.5981,51.773205,73.79635,155.31961,31.063923,186.0
11,"LIQUOR,WINE,BEER",776.3588,51.757256,74.471375,155.27176,31.054352,186.0
50,LADIESWEAR,773.4557,51.563713,62.625034,154.69113,30.938227,186.0
22,DELI,770.6749,51.37833,61.730083,154.135,30.827,185.0
5,HARDWARE,770.65094,51.376728,60.992542,154.13019,30.826038,185.0
3,EGGS,760.1144,50.674294,64.37662,152.02289,30.404577,182.0
12,DELI,749.7941,49.986275,67.71352,149.95883,29.991766,180.0
35,POULTRY,751.66425,50.11095,57.325848,150.33286,30.066572,180.0
1,EGGS,740.1524,49.343494,63.077152,148.03049,29.606098,178.0
17,"LIQUOR,WINE,BEER",738.27106,49.21807,69.69676,147.6542,29.530842,177.0
51,DAIRY,734.34033,48.95602,178.76259,146.86806,29.373611,176.0
18,"LIQUOR,WINE,BEER",728.94543,48.596363,70.487625,145.7891,29.15782,175.0
36,GROCERY II,723.4924,48.232826,58.938618,144.69849,28.939697,174.0
13,FROZEN FOODS,721.6055,48.107037,57.54041,144.3211,28.864222,173.0
48,HARDWARE,712.4347,47.495647,57.415375,142.48694,28.497389,171.0
41,"LIQUOR,WINE,BEER",707.7644,47.18429,71.97839,141.55287,28.310575,170.0
18,FROZEN FOODS,708.2703,47.21802,56.989735,141.65407,28.330814,170.0
7,LAWN AND GARDEN,707.76514,47.18434,56.84994,141.55302,28.310606,170.0
45,GROCERY I,693.732,46.2488,51.916298,138.7464,27.74928,166.0
50,GROCERY I,675.6389,45.042595,56.45899,135.12778,27.025557,162.0
47,GROCERY I,677.0178,45.13452,56.040108,135.40356,27.080713,162.0
8,LAWN AND GARDEN,674.9283,44.99522,51.996887,134.98566,26.997131,162.0
9,HOME AND KITCHEN II,669.2853,44.61902,57.992695,133.85706,26.771412,161.0
44,LADIESWEAR,666.1347,44.40898,57.65519,133.22694,26.64539,160.0
10,"LIQUOR,WINE,BEER",666.7525,44.45017,58.78099,133.35051,26.670103,160.0
7,SEAFOOD,665.8192,44.387947,48.297955,133.16385,26.63277,160.0
45,HARDWARE,664.8125,44.320835,60.22498,132.96251,26.592503,160.0
21,MAGAZINES,650.7891,43.38594,77.46779,130.15782,26.031565,156.0
6,HOME AND KITCHEN II,650.0357,43.335712,50.294685,130.00714,26.001429,156.0
33,LINGERIE,637.83044,42.52203,57.729877,127.566086,25.513218,153.0
8,GROCERY II,638.06683,42.53779,49.69533,127.613365,25.522673,153.0
11,FROZEN FOODS,635.57294,42.37153,50.83988,127.114586,25.422918,153.0
12,LINGERIE,635.2174,42.347828,72.11723,127.04349,25.408697,152.0
21,BEVERAGES,628.2155,41.881035,68.10043,125.643105,25.128622,151.0
6,SEAFOOD,628.9008,41.92672,51.520554,125.78016,25.156033,151.0
9,HOME AND KITCHEN I,623.31323,41.554214,57.92443,124.66264,24.93253,150.0
53,LADIESWEAR,627.07947,41.805298,59.50938,125.41589,25.08318,150.0
8,HOME AND KITCHEN II,626.25134,41.750088,51.027138,125.25026,25.050053,150.0
16,"LIQUOR,WINE,BEER",619.3657,41.29105,48.882473,123.87315,24.774632,149.0
24,POULTRY,614.37695,40.95846,48.17579,122.87538,24.575077,147.0
14,PREPARED FOODS,606.9874,40.465828,48.77121,121.397484,24.279497,146.0
43,LAWN AND GARDEN,601.4813,40.098755,62.723118,120.296265,24.059254,144.0
25,DELI,598.40564,39.89371,51.620663,119.68114,23.936228,144.0
47,HOME AND KITCHEN I,595.6384,39.70923,47.728153,119.127686,23.825537,143.0
51,MAGAZINES,597.23755,39.815838,167.48688,119.44751,23.889502,143.0
8,SEAFOOD,592.65045,39.51003,44.979317,118.53009,23.706018,142.0
48,LADIESWEAR,585.5597,39.03731,49.855938,117.11194,23.422388,141.0
7,GROCERY II,589.5374,39.302494,47.002937,117.907486,23.581497,141.0
26,LAWN AND GARDEN,577.3873,38.49249,45.13855,115.47746,23.095493,139.0
39,LADIESWEAR,580.60144,38.706764,47.102158,116.12029,23.224058,139.0
5,HOME AND KITCHEN I,579.91254,38.660835,45.285347,115.982506,23.1965,139.0
21,DELI,570.60754,38.040504,57.109585,114.12151,22.824303,137.0
1,FROZEN FOODS,571.55194,38.103462,46.407387,114.31039,22.862078,137.0
13,EGGS,569.2511,37.950073,50.46642,113.85022,22.770044,137.0
15,LINGERIE,571.26526,38.08435,48.071507,114.25305,22.85061,137.0
46,LADIESWEAR,561.0024,37.400158,45.93396,112.20047,22.440094,135.0
15,POULTRY,559.92993,37.328663,43.950726,111.98599,22.3972,134.0
6,GROCERY II,555.1408,37.009388,41.706394,111.02817,22.205633,133.0
23,LAWN AND GARDEN,550.6689,36.711258,44.015984,110.13377,22.026754,132.0
15,FROZEN FOODS,548.5835,36.57223,44.159798,109.71669,21.943338,132.0
43,PET SUPPLIES,543.22296,36.214863,40.352486,108.64459,21.728918,130.0
43,HOME APPLIANCES,540.14,36.009335,45.25485,108.028,21.6056,130.0
8,HOME AND KITCHEN I,533.2819,35.552128,45.56283,106.65639,21.331278,128.0
39,CELEBRATION,534.75885,35.65059,42.926483,106.95177,21.390354,128.0
21,LINGERIE,527.1682,35.144547,65.18302,105.43364,21.08673,127.0
22,POULTRY,527.7643,35.184284,39.357143,105.55286,21.11057,127.0
53,EGGS,525.76117,35.050743,42.114754,105.15223,21.030447,126.0
50,HOME AND KITCHEN I,526.8964,35.126427,45.71331,105.37928,21.075857,126.0
14,"LIQUOR,WINE,BEER",520.4797,34.698647,47.43422,104.09594,20.81919,125.0
29,GROCERY I,521.4365,34.762436,41.296272,104.28731,20.857462,125.0
47,HARDWARE,515.7247,34.381645,40.399284,103.144936,20.628988,124.0
29,SEAFOOD,518.18726,34.54582,39.018745,103.63745,20.727491,124.0
45,PET SUPPLIES,512.86005,34.19067,48.269154,102.57201,20.514402,123.0
10,SCHOOL AND OFFICE SUPPLIES,513.39484,34.226322,56.28207,102.67897,20.535795,123.0
33,HARDWARE,513.4266,34.22844,45.39466,102.68532,20.537064,123.0
43,HOME CARE,507.11847,33.8079,42.609035,101.4237,20.28474,122.0
37,HOME AND KITCHEN I,507.48492,33.83233,41.981346,101.49699,20.299398,122.0
41,PREPARED FOODS,504.54004,33.636,41.40073,100.908005,20.1816,121.0
25,EGGS,499.0079,33.267193,41.751846,99.801575,19.960316,120.0
45,HOME CARE,494.27252,32.9515,44.864628,98.8545,19.7709,119.0
23,HOME AND KITCHEN II,494.69547,32.9797,38.946033,98.939095,19.787819,119.0
12,EGGS,493.9544,32.930294,41.986492,98.79088,19.758177,119.0
41,LAWN AND GARDEN,489.89923,32.65995,42.699673,97.97985,19.59597,118.0
40,GROCERY I,487.67023,32.51135,39.211166,97.53404,19.50681,117.0
11,PREPARED FOODS,488.44763,32.563175,37.344143,97.68953,19.537907,117.0
45,HOME AND KITCHEN I,484.14386,32.276257,38.048645,96.828766,19.365753,116.0
7,HOME AND KITCHEN II,469.57742,31.305162,45.74747,93.91549,18.783098,113.0
40,HOME AND KITCHEN I,471.14673,31.409782,38.845264,94.22935,18.84587,113.0
51,DELI,467.34848,31.156565,145.96683,93.469696,18.69394,112.0
33,POULTRY,465.19186,31.01279,33.639942,93.038376,18.607676,112.0
43,BEVERAGES,453.5532,30.23688,33.573215,90.71064,18.142128,109.0
43,PERSONAL CARE,456.23575,30.415716,35.89346,91.24715,18.24943,109.0
37,HOME AND KITCHEN II,449.63446,29.97563,37.512962,89.92689,17.985378,108.0
32,PLAYERS AND ELECTRONICS,448.23575,29.882383,33.251793,89.64715,17.92943,108.0
36,LAWN AND GARDEN,448.46875,29.897917,35.779285,89.69375,17.93875,108.0
27,HARDWARE,451.0507,30.070045,37.81404,90.21014,18.042028,108.0
46,HOME CARE,444.66223,29.644148,37.216408,88.93244,17.78649,107.0
38,GROCERY I,442.09,29.472666,34.066547,88.418,17.6836,106.0
8,LADIESWEAR,441.16675,29.411116,34.254818,88.233345,17.64667,106.0
26,GROCERY II,441.8599,29.457327,35.35694,88.37198,17.674397,106.0
5,BREAD/BAKERY,440.723,29.381533,37.375767,88.1446,17.62892,106.0
29,HOME AND KITCHEN I,437.59073,29.172716,36.973064,87.51815,17.50363,105.0
21,EGGS,435.95236,29.06349,45.344353,87.19047,17.438093,105.0
47,HOME CARE,432.12494,28.808329,43.807823,86.42499,17.284998,104.0
32,GROCERY II,433.30783,28.887188,34.073265,86.66156,17.332312,104.0
23,SEAFOOD,432.03958,28.802639,33.750496,86.40791,17.281584,104.0
30,LINGERIE,427.18405,28.478937,42.18419,85.43681,17.087362,103.0
48,PET SUPPLIES,428.3224,28.554827,32.436893,85.66448,17.132896,103.0
44,BREAD/BAKERY,424.49353,28.299568,35.723007,84.898705,16.979742,102.0
48,BREAD/BAKERY,419.4837,27.96558,32.413574,83.89674,16.779348,101.0
41,HOME AND KITCHEN II,422.59262,28.172842,42.175053,84.518524,16.903706,101.0
45,LADIESWEAR,418.3296,27.88864,33.95571,83.66592,16.733183,100.0
26,HOME AND KITCHEN II,416.83823,27.789215,33.478863,83.367645,16.673529,100.0
51,LAWN AND GARDEN,416.35376,27.756918,107.88273,83.27075,16.65415,100.0
25,"LIQUOR,WINE,BEER",417.68137,27.845425,36.84266,83.53627,16.707254,100.0
23,GROCERY II,412.62,27.508,35.890385,82.524,16.5048,99.0
50,HARDWARE,411.07635,27.40509,33.205112,82.21527,16.443054,99.0
44,PET SUPPLIES,412.0388,27.469252,33.927193,82.40775,16.48155,99.0
37,GROCERY II,407.28012,27.152008,31.924538,81.456024,16.291204,98.0
44,HOME CARE,405.56546,27.037697,35.658035,81.11309,16.222618,97.0
33,GROCERY II,398.3294,26.555294,30.615292,79.66588,15.933176,96.0
35,HOME CARE,398.63583,26.575722,34.553978,79.727165,15.945434,96.0
49,SEAFOOD,400.56018,26.704012,31.46183,80.11204,16.022408,96.0
46,PET SUPPLIES,401.4119,26.760794,30.793236,80.28238,16.056477,96.0
20,HOME AND KITCHEN I,400.37265,26.69151,36.61262,80.074524,16.014906,96.0
4,HARDWARE,391.9405,26.129366,30.645851,78.3881,15.67762,94.0
49,LAWN AND GARDEN,392.18515,26.145678,32.05037,78.437035,15.6874075,94.0
18,PREPARED FOODS,387.32492,25.821661,30.471615,77.46498,15.492996,93.0
10,HOME AND KITCHEN I,385.635,25.709002,28.081512,77.12701,15.425402,93.0
43,"LIQUOR,WINE,BEER",382.74207,25.516138,30.969233,76.548416,15.309684,92.0
1,PREPARED FOODS,383.6991,25.579939,31.583807,76.739815,15.347963,92.0
19,SEAFOOD,378.12195,25.20813,30.297783,75.62439,15.124878,91.0
47,SCHOOL AND OFFICE SUPPLIES,381.00372,25.400248,33.620014,76.200745,15.2401495,91.0
49,GROCERY II,381.13757,25.409172,29.061733,76.227516,15.245503,91.0
36,HOME AND KITCHEN I,381.06464,25.404308,30.626287,76.21292,15.242584,91.0
39,MAGAZINES,379.5115,25.300768,30.604635,75.902306,15.180461,91.0
35,GROCERY II,374.16177,24.944118,32.6878,74.83235,14.966471,90.0
39,PLAYERS AND ELECTRONICS,370.86328,24.724218,28.739,74.17265,14.834531,89.0
46,AUTOMOTIVE,369.59717,24.63981,33.584354,73.91943,14.783887,89.0
13,LINGERIE,371.53894,24.769262,36.74366,74.307785,14.861557,89.0
22,GROCERY I,370.74295,24.716196,26.98035,74.14859,14.829719,89.0
38,HARDWARE,368.34583,24.556389,31.177015,73.66917,14.733833,88.0
20,HARDWARE,360.84225,24.05615,34.63748,72.16845,14.43369,87.0
54,BEVERAGES,363.57397,24.238264,27.996727,72.71479,14.542958,87.0
25,PREPARED FOODS,361.33374,24.088917,28.241508,72.266754,14.453351,87.0
39,LINGERIE,363.80695,24.253796,27.252722,72.76138,14.552277,87.0
37,LADIESWEAR,364.04083,24.269388,31.925766,72.80817,14.561633,87.0
12,POULTRY,356.45496,23.763664,29.332716,71.29099,14.258199,86.0
3,PLAYERS AND ELECTRONICS,354.63565,23.642376,31.285213,70.927124,14.185425,85.0
54,GROCERY II,354.91742,23.661161,27.732513,70.98348,14.196696,85.0
40,HARDWARE,355.23264,23.682177,31.543097,71.04653,14.209307,85.0
16,HOME AND KITCHEN I,354.77457,23.651638,27.283848,70.95491,14.190982,85.0
47,AUTOMOTIVE,352.16418,23.477612,33.96023,70.43283,14.086566,85.0
10,GROCERY II,351.92938,23.461958,27.241972,70.38587,14.077174,84.0
54,FROZEN FOODS,350.36502,23.357668,25.884577,70.073006,14.014602,84.0
47,PET SUPPLIES,349.63696,23.309132,28.442978,69.9274,13.98548,84.0
29,HOME CARE,350.8367,23.389112,30.44312,70.167336,14.033467,84.0
4,HOME AND KITCHEN I,350.92532,23.395021,28.92309,70.18507,14.037013,84.0
2,PRODUCE,351.12836,23.408558,63.798862,70.22568,14.0451355,84.0
6,HOME AND KITCHEN I,343.9041,22.92694,27.89886,68.78082,13.756165,83.0
46,BREAD/BAKERY,344.61737,22.974491,29.851973,68.92348,13.784696,83.0
6,LAWN AND GARDEN,345.30844,23.020563,28.984837,69.06169,13.812339,83.0
6,LADIESWEAR,345.9377,23.062513,29.593073,69.18754,13.837508,83.0
7,HOME AND KITCHEN I,341.57028,22.771353,30.000673,68.31406,13.662811,82.0
8,LINGERIE,339.35782,22.623854,25.759636,67.87156,13.574312,81.0
45,AUTOMOTIVE,337.80762,22.520508,31.238073,67.56152,13.512305,81.0
36,HOME AND KITCHEN II,335.4581,22.363873,27.200317,67.09161,13.418323,81.0
5,PET SUPPLIES,331.57336,22.10489,26.203972,66.314674,13.262935,80.0
54,HARDWARE,333.65027,22.243351,24.950624,66.73006,13.346011,80.0
44,PERSONAL CARE,332.68387,22.178925,26.996483,66.53677,13.307355,80.0
45,PERSONAL CARE,328.90012,21.926674,27.063173,65.78002,13.156005,79.0
16,HARDWARE,330.96133,22.064089,26.633867,66.19227,13.238454,79.0
17,HOME AND KITCHEN II,320.91913,21.39461,30.958126,64.18383,12.836766,77.0
36,LADIESWEAR,321.80515,21.453676,23.572206,64.36103,12.872207,77.0
24,LADIESWEAR,317.21786,21.147858,34.77083,63.443573,12.688715,76.0
52,HOME AND KITCHEN II,311.58887,20.77259,25.07955,62.317772,12.463554,75.0
30,HARDWARE,310.6681,20.711206,24.648361,62.13362,12.426724,75.0
42,HOME AND KITCHEN I,312.8921,20.859472,25.28012,62.578415,12.515683,75.0
46,PERSONAL CARE,310.2892,20.685947,26.346376,62.057842,12.411569,74.0
31,EGGS,307.83417,20.522278,23.268244,61.566833,12.313367,74.0
29,LAWN AND GARDEN,308.14984,20.543324,25.140259,61.62997,12.3259945,74.0
51,HOME CARE,308.08844,20.539228,82.0472,61.617683,12.323537,74.0
44,"LIQUOR,WINE,BEER",302.50226,20.166817,23.877821,60.50045,12.10009,73.0
26,SEAFOOD,300.85248,20.056831,24.07477,60.170494,12.034099,72.0
40,LAWN AND GARDEN,301.62238,20.108158,23.900879,60.324474,12.064895,72.0
49,LADIESWEAR,298.28705,19.885803,23.807497,59.65741,11.931482,72.0
28,GROCERY II,298.73434,19.915623,27.043285,59.74687,11.949374,72.0
37,LAWN AND GARDEN,297.3182,19.821215,24.280197,59.463646,11.89273,71.0
34,PLAYERS AND ELECTRONICS,294.08554,19.605703,22.978685,58.81711,11.763422,71.0
8,CELEBRATION,293.26355,19.550903,24.141785,58.65271,11.730542,70.0
21,POULTRY,288.19095,19.21273,23.906227,57.63819,11.527638,69.0
11,HOME AND KITCHEN II,288.7813,19.252087,24.374882,57.75626,11.551252,69.0
52,HOME AND KITCHEN I,287.07086,19.138058,21.961416,57.414173,11.482835,69.0
53,HARDWARE,285.87173,19.058115,23.019072,57.174347,11.43487,69.0
5,SCHOOL AND OFFICE SUPPLIES,286.5804,19.10536,21.48915,57.31608,11.463216,69.0
30,GROCERY II,288.51465,19.23431,23.602705,57.70293,11.540586,69.0
29,HARDWARE,286.54495,19.102997,22.263393,57.30899,11.461799,69.0
23,HOME AND KITCHEN I,285.3644,19.024294,22.31706,57.072884,11.414577,68.0
42,HARDWARE,283.01205,18.86747,21.97409,56.60241,11.320482,68.0
27,HOME AND KITCHEN I,282.90176,18.860117,24.004995,56.580353,11.316071,68.0
19,GROCERY II,283.06897,18.871265,24.441996,56.613796,11.32276,68.0
24,HOME AND KITCHEN I,279.14954,18.609968,22.747494,55.829903,11.16598,67.0
10,HOME AND KITCHEN II,277.319,18.487934,20.55269,55.463802,11.092761,67.0
48,HOME CARE,273.51285,18.23419,22.465168,54.702568,10.940514,66.0
40,HOME CARE,271.39255,18.092836,24.482983,54.27851,10.855702,65.0
13,HOME AND KITCHEN II,269.8891,17.992607,21.167753,53.97782,10.795565,65.0
47,BREAD/BAKERY,272.89288,18.19286,22.917841,54.57858,10.915716,65.0
48,"LIQUOR,WINE,BEER",270.8888,18.059254,24.328405,54.17776,10.835552,65.0
28,HARDWARE,271.08105,18.072071,22.99585,54.216213,10.843243,65.0
5,HOME CARE,265.21875,17.68125,21.916094,53.043747,10.608749,64.0
38,HOME AND KITCHEN I,267.4035,17.8269,20.721481,53.4807,10.69614,64.0
47,PERSONAL CARE,265.22403,17.681602,23.742615,53.044807,10.608962,64.0
19,HOME AND KITCHEN II,264.91522,17.661015,23.89852,52.983044,10.596609,64.0
26,CELEBRATION,268.47958,17.89864,19.612526,53.69592,10.739184,64.0
19,HOME AND KITCHEN I,260.68906,17.37927,22.284983,52.13781,10.427562,63.0
26,HOME AND KITCHEN I,263.18182,17.545454,21.247446,52.63636,10.527272,63.0
9,SEAFOOD,262.47614,17.49841,20.091078,52.495228,10.499045,63.0
2,HARDWARE,263.0557,17.537046,23.227224,52.611137,10.522227,63.0
50,PERSONAL CARE,262.5418,17.502787,19.993395,52.50836,10.501673,63.0
8,PLAYERS AND ELECTRONICS,259.5366,17.302439,19.50399,51.90732,10.381464,62.0
38,LADIESWEAR,260.03375,17.335583,22.129814,52.00675,10.40135,62.0
39,PET SUPPLIES,258.96777,17.264519,19.742702,51.793556,10.358711,62.0
45,BREAD/BAKERY,256.80392,17.120262,21.167467,51.360786,10.272158,62.0
17,HOME AND KITCHEN I,260.19537,17.346357,22.43806,52.03907,10.407814,62.0
32,HARDWARE,259.8773,17.325153,22.302118,51.97546,10.395092,62.0
39,BABY CARE,258.61566,17.241045,22.684702,51.723137,10.344627,62.0
19,LAWN AND GARDEN,254.85545,16.990364,26.880219,50.971092,10.194219,61.0
48,PERSONAL CARE,253.9032,16.92688,19.639936,50.78064,10.156128,61.0
51,PLAYERS AND ELECTRONICS,254.16628,16.944418,58.975388,50.833252,10.166651,61.0
7,CELEBRATION,252.18158,16.812105,20.40345,50.436317,10.087264,61.0
43,SEAFOOD,255.12971,17.008648,19.889309,51.025944,10.205189,61.0
8,MAGAZINES,251.92421,16.794947,21.129152,50.384842,10.076968,60.0
1,"LIQUOR,WINE,BEER",248.63954,16.57597,22.788198,49.72791,9.945582,60.0
49,HOME AND KITCHEN I,251.46283,16.764189,20.986233,50.292564,10.058513,60.0
37,SEAFOOD,244.33281,16.288855,18.802582,48.86656,9.773313,59.0
42,SEAFOOD,242.80138,16.186758,21.198647,48.560272,9.712054,58.0
24,GROCERY II,242.7291,16.18194,21.875813,48.545822,9.709165,58.0
23,CELEBRATION,242.76048,16.184032,19.155312,48.552097,9.71042,58.0
45,SEAFOOD,235.70607,15.713738,20.39749,47.141216,9.428244,57.0
44,AUTOMOTIVE,239.48418,15.965611,20.152304,47.896835,9.579368,57.0
46,"LIQUOR,WINE,BEER",235.92169,15.728113,20.854408,47.18434,9.436869,57.0
2,HOME AND KITCHEN I,231.85092,15.456728,20.081938,46.370186,9.274037,56.0
